id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,nline,neline,eline,seline,sline,swline,wline,nwline,line_index,area_index,sname2,n_dbh,ne_dbh,e_dbh,se_dbh,s_dbh,sw_dbh,w_dbh,nw_dbh,sname3,dbh_count,cdbh_sum,cdbh_avg,dbh_ratio,sum_dbh_ratio1_sd,sum_dbh_ratio2_cd,ba_ratio,sum_ba_ratio,sdbh_x_avgcdbh
26,1,9,9,5,2,2,8,2013,U07m,84XAA04,6.5,6.0,5.1,9.0,5.1,7.8,5.2,8.5,53.33,121.35,84XAA04,3,9.1,6,3.3,6,5,5.8,4,84XAA04,8,42.2,5.28,1.52,5.28,13.62,2.05,3.90,42.20
27,1,9,9,6,2,2,6,2013,U07m,84XAA04,3.9,6.4,5.8,6.9,3.9,5.2,4.9,6.5,43.49,81.98,84XAA04,8,6,3.3,5,7.7,8.7,5,5.8,84XAA04,8,49.5,6.19,0.97,8.25,8.47,0.87,9.15,37.13
28,1,9,9,7,2,2,7.7,2013,U07m,84XAA04,5.1,8.9,5.5,7.3,5.6,12.7,4.2,7.7,56.94,130.97,84XAA04,6,3.3,5,5.8,4.7,0,8.7,5,84XAA04,7,38.5,4.81,1.60,5.00,10.55,2.08,3.85,37.06
29,1,9,9,8,2,2,4.7,2013,U07m,84XAA04,3.4,6.2,4.0,4.3,4.6,12.7,9.0,4.5,48.75,110.43,84XAA04,7.7,5,5.8,9.2,4.4,0,0,8.7,84XAA04,6,40.8,5.10,0.92,8.68,4.48,0.59,13.47,23.97
30,1,9,9,9,2,2,4.4,2013,U07m,18XAG04,4.4,5.5,2.9,6.0,3.8,12.7,9.0,12.7,57.04,146.12,18XAG04,4.7,5.8,9.2,4.9,6,0,0,0,18XAG04,5,30.6,3.83,1.15,6.95,3.80,0.77,10.35,16.83
31,1,9,9,10,2,2,6,2013,U07m,18XAG04,5.2,5.0,5.0,12.7,3.8,12.7,9.0,12.7,66.16,178.91,18XAG04,4.4,9.2,4.9,0,8.2,0,0,0,18XAG04,4,26.7,3.34,1.80,4.45,3.97,1.48,5.42,20.03
32,1,9,9,11,2,2,8.2,2013,U07m,18XAG04,5.2,8.0,9.0,5.7,4.6,12.7,9.0,12.7,66.96,192.77,18XAG04,6,4.9,0,10.1,7.7,0,0,0,18XAG04,4,28.7,3.59,2.29,3.50,4.92,2.43,3.29,29.42
33,1,9,9,12,2,2,7.7,2013,U07m,18XAG04,4.4,12.7,3.9,6.6,9.0,6.0,9.0,12.7,64.31,165.46,18XAG04,8.2,0,10.1,7.1,0,8.7,0,0,18XAG04,4,34.1,4.26,1.81,4.43,3.67,1.61,4.98,32.82
34,1,9,9,13,2,2,0,2013,U07m,81XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,81XAA04,7.7,10.1,7.1,7.3,5.5,9.8,8.7,0,81XAA04,7,56.2,7.03,0.00,0.00,0.00,0.00,0.00,0.00
35,1,9,9,14,2,2,5.5,2013,U07m,81XAA04,9.0,5.6,3.9,6.0,5.9,4.7,3.2,4.9,43.16,82.41,81XAA04,0,7.1,7.3,6.2,2.9,9.4,9.8,8.7,81XAA04,7,51.4,6.43,0.86,9.35,6.09,0.59,13.57,35.34
36,1,9,9,15,2,2,2.9,2013,U07m,81XAA04,3.1,3.6,2.9,4.1,9.0,3.1,2.1,2.9,30.81,42.34,81XAA04,5.5,7.3,6.2,6.2,0,8.9,9.4,9.8,81XAA04,7,53.3,6.66,0.44,18.38,2.79,0.16,50.42,19.32
37,1,9,9,16,2,2,0,2013,U07m,81XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,81XAA04,2.9,6.2,6.2,7.5,6.1,6.3,8.9,9.4,81XAA04,8,53.5,6.69,0.00,0.00,0.00,0.00,0.00,0.00
38,1,9,9,17,2,2,6.1,2013,U07m,80XAA04,9.0,6.3,4.0,6.2,4.6,5.0,4.4,5.2,44.73,88.47,80XAA04,0,6.2,7.5,6.5,5.9,9.3,6.3,8.9,80XAA04,7,50.6,6.33,0.96,8.30,6.08,0.79,10.14,38.58
39,1,9,9,18,2,2,5.9,2013,U07m,80XAA04,4.4,5.6,4.3,6.9,3.7,5.4,3.5,6.2,39.95,67.60,80XAA04,6.1,7.5,6.5,5,8.6,7.9,9.3,6.3,80XAA04,8,57.2,7.15,0.83,9.69,6.85,0.66,12.16,42.19
40,1,9,9,19,2,2,8.6,2013,U07m,80XAA04,5.3,7.2,5.7,6.8,4.7,8.7,4.7,6.1,49.28,103.72,80XAA04,5.9,6.5,5,7.4,8,4,7.9,9.3,80XAA04,8,54.0,6.75,1.27,6.28,10.90,1.53,5.22,58.05
41,1,9,9,20,2,2,8,2013,U07m,80XAA04,4.3,7.8,4.7,6.1,6.1,12.7,6.0,6.4,54.14,125.91,80XAA04,8.6,5,7.4,8.8,3.8,0,4,7.9,80XAA04,7,45.5,5.69,1.41,5.69,9.64,1.58,5.06,45.50
42,1,9,9,21,2,2,3.8,2013,U07m,NM6,2.9,4.3,2.7,12.7,9.0,12.7,9.0,6.2,59.59,168.37,NM6,8,7.4,8.8,0,0,0,0,4,NM6,4,28.2,3.53,1.08,7.42,2.37,0.54,14.70,13.40
43,1,9,9,1,3,3,8.9,2013,U07m,83XAA04,9.0,12.7,9.0,8.5,4.6,7.2,4.4,12.7,68.20,205.22,83XAA04,0,0,0,4.4,8.4,6.8,9.4,0,83XAA04,4,29.0,3.63,2.46,3.26,5.34,2.82,2.83,32.26
44,1,9,9,2,3,3,8.4,2013,U07m,83XAA04,4.4,12.7,5.9,12.7,5.0,7.2,5.0,6.0,58.98,140.92,83XAA04,8.9,0,4.4,0,6.6,6.4,6.8,9.4,83XAA04,6,42.5,5.31,1.58,5.06,7.57,1.78,4.50,44.63
45,1,9,9,3,3,3,6.6,2013,U07m,83XAA04,4.0,7.6,9.0,12.7,3.8,8.8,4.6,6.3,56.70,137.26,83XAA04,8.4,4.4,0,0,9.1,3,6.4,6.8,83XAA04,6,38.1,4.76,1.39,5.77,7.21,1.30,6.17,31.43
46,1,9,9,4,3,3,9.1,2013,U07m,83XAA04,5.2,12.7,9.0,7.5,5.4,6.8,6.8,7.5,60.90,163.19,83XAA04,6.6,0,0,6.3,6,8,3,6.4,83XAA04,6,36.3,4.54,2.01,3.99,9.93,2.84,2.82,41.29
47,1,9,9,5,3,3,6,2013,U07m,1XTE04,3.6,12.7,4.4,6.6,5.8,6.4,3.9,8.5,51.79,103.63,1XTE04,9.1,0,6.3,5.6,3.3,6,8,3,1XTE04,7,41.3,5.16,1.16,6.88,8.25,1.05,7.60,30.98
48,1,9,9,6,3,3,3.3,2013,U07m,1XTE04,3.2,4.4,3.3,6.1,3.6,3.8,3.2,3.7,31.30,42.52,1XTE04,6,6.3,5.6,3.6,5,7.7,6,8,1XTE04,8,48.2,6.03,0.55,14.61,4.63,0.29,27.94,19.88
49,1,9,9,7,3,3,5,2013,U07m,1XTE04,5.4,6.0,5.2,5.5,4.2,6.6,3.5,5.8,42.20,77.07,1XTE04,3.3,5.6,3.6,6.6,5.8,4.7,7.7,6,1XTE04,8,43.3,5.41,0.92,8.66,7.96,0.80,9.99,27.06
50,1,9,9,8,3,3,5.8,2013,U07m,1XTE04,4.8,7.9,4.2,9.7,3.5,7.2,5.0,5.5,47.77,92.10,1XTE04,5,3.6,6.6,1.8,9.2,4.4,4.7,7.7,1XTE04,8,43.0,5.38,1.08,7.41,10.81,1.00,8.03,31.18
51,1,9,9,9,3,3,9.2,2013,U07m,80XAA04,5.5,7.4,7.5,9.8,5.9,7.7,6.1,8.4,58.39,147.96,80XAA04,5.8,6.6,1.8,2.7,4.9,6,4.4,4.7,80XAA04,8,36.9,4.61,1.99,4.01,18.96,3.58,2.24,42.44
52,1,9,9,10,3,3,4.9,2013,U07m,80XAA04,3.1,9.3,5.8,12.7,9.0,4.8,4.0,6.7,55.48,134.97,80XAA04,9.2,1.8,2.7,0,0,8.2,6,4.4,80XAA04,6,32.3,4.04,1.21,6.59,7.60,0.88,9.07,19.78
53,1,9,9,11,3,3,0,2013,U07m,80XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,80XAA04,4.9,2.7,0,0,10.1,7.7,8.2,6,80XAA04,6,39.6,4.95,0.00,0.00,0.00,0.00,0.00,0.00
54,1,9,9,12,3,3,10.1,2013,U07m,80XAA04,9.0,12.7,9.0,8.5,5.3,12.7,5.1,7.0,69.33,205.51,80XAA04,0,0,0,5.1,7.1,0,7.7,8.2,80XAA04,4,28.1,3.51,2.88,2.78,5.95,4.02,1.99,35.48
55,1,9,9,13,3,3,7.1,2013,U07m,82XAA04,3.7,12.7,5.2,12.7,4.4,7.2,9.0,6.1,61.12,145.35,82XAA04,10.1,0,5.1,0,7.3,5.5,0,7.7,82XAA04,5,35.7,4.46,1.59,5.03,5.28,1.49,5.37,31.68
56,1,9,9,14,3,3,7.3,2013,U07m,82XAA04,4.6,7.5,9.0,6.5,4.9,9.1,5.1,12.7,59.34,143.40,82XAA04,7.1,5.1,0,7.1,6.2,2.9,5.5,0,82XAA04,6,33.9,4.24,1.72,4.64,8.51,2.09,3.83,30.93
57,1,9,9,15,3,3,6.2,2013,U07m,82XAA04,4.1,12.7,4.2,5.7,4.5,12.7,6.1,6.7,56.84,127.26,82XAA04,7.3,0,7.1,7.7,6.2,0,2.9,5.5,82XAA04,6,36.7,4.59,1.35,5.92,6.79,1.28,6.25,28.44
58,1,9,9,16,3,3,6.2,2013,U07m,82XAA04,4.5,5.9,4.0,8.1,4.1,6.4,9.0,8.7,50.74,112.17,82XAA04,6.2,7.1,7.7,3.5,7.5,6.1,0,2.9,82XAA04,7,41.0,5.13,1.21,6.61,8.43,1.17,6.82,31.78
59,1,9,9,17,3,3,7.5,2013,U07m,83XAA04,4.9,6.3,6.1,6.0,4.8,7.1,5.0,12.7,52.98,116.97,83XAA04,6.2,7.7,3.5,8.4,6.5,5.9,6.1,0,83XAA04,7,44.3,5.54,1.35,5.91,8.87,1.53,5.24,41.53
60,1,9,9,18,3,3,6.5,2013,U07m,83XAA04,4.2,8.3,3.9,6.6,5.1,5.5,4.7,6.6,44.79,84.27,83XAA04,7.5,3.5,8.4,6.1,5,8.6,5.9,6.1,83XAA04,8,51.1,6.39,1.02,7.86,8.79,0.97,8.22,41.52
61,1,9,9,19,3,3,5,2013,U07m,83XAA04,3.9,4.7,4.1,5.9,3.6,4.9,3.3,5.8,36.34,56.45,83XAA04,6.5,8.4,6.1,5.7,7.4,8,8.6,5.9,83XAA04,8,56.6,7.08,0.71,11.32,5.79,0.49,16.40,35.38
62,1,9,9,20,3,3,7.4,2013,U07m,83XAA04,5.4,7.0,5.1,6.2,4.1,8.4,4.3,5.9,46.40,91.33,83XAA04,5,6.1,5.7,7.7,8.8,3.8,8,8.6,83XAA04,8,53.7,6.71,1.10,7.26,9.53,1.14,7.01,49.67
63,1,9,9,21,3,3,8.8,2013,U07m,NM6,4.9,7.7,4.8,12.7,9.0,12.7,6.3,6.7,64.82,183.69,NM6,7.4,5.7,7.7,0,0,0,3.8,8,NM6,5,32.6,4.08,2.16,3.70,7.29,2.75,2.91,35.86
64,1,9,9,1,4,4,0,2013,U07m,85XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,0,0,2.7,6.9,4.4,8.4,8.9,0,85XAA04,5,31.3,3.91,0.00,0.00,0.00,0.00,0.00,0.00
65,1,9,9,2,4,4,4.4,2013,U07m,85XAA04,9.0,7.9,3.5,6.1,9.0,5.1,3.1,4.2,47.88,101.56,85XAA04,0,2.7,6.9,4.8,0,6.6,8.4,8.9,85XAA04,6,38.3,4.79,0.92,8.70,4.87,0.57,14.01,21.07
66,1,9,9,3,4,4,0,2013,U07m,85XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,4.4,6.9,4.8,10.2,0,9.1,6.6,8.4,85XAA04,7,50.4,6.30,0.00,0.00,0.00,0.00,0.00,0.00
67,1,9,9,4,4,4,0,2013,U07m,85XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,0,4.8,10.2,0,6.3,6,9.1,6.6,85XAA04,6,43.0,5.38,0.00,0.00,0.00,0.00,0.00,0.00
68,1,9,9,5,4,4,6.3,2013,U07m,18XAG04,9.0,4.9,9.0,12.7,4.8,8.4,4.6,5.2,58.52,145.61,18XAG04,0,10.2,0,0,5.6,3.3,6,9.1,18XAG04,5,34.2,4.28,1.47,5.43,5.39,1.20,6.68,26.93
69,1,9,9,6,4,4,5.6,2013,U07m,18XAG04,4.2,12.7,9.0,12.7,5.5,6.7,5.7,6.1,62.70,172.70,18XAG04,6.3,0,0,0,3.6,5,3.3,6,18XAG04,5,24.2,3.03,1.85,4.32,6.19,2.01,3.97,16.94
70,1,9,9,7,4,4,3.6,2013,U07m,18XAG04,3.5,12.7,9.0,12.7,3.2,4.9,3.8,6.6,56.44,140.22,18XAG04,5.6,0,0,0,6.6,5.8,5,3.3,18XAG04,5,26.3,3.29,1.10,7.31,3.62,0.72,11.15,11.84
71,1,9,9,8,4,4,6.6,2013,U07m,18XAG04,5.8,12.7,9.0,7.4,7.1,5.3,4.8,7.2,59.34,158.05,18XAG04,3.6,0,0,4.8,1.8,9.2,5.8,5,18XAG04,6,30.2,3.78,1.75,4.58,10.05,1.91,4.19,24.92
72,1,9,9,9,4,4,1.8,2013,U07m,85XAA04,1.9,12.7,2.5,3.8,3.6,3.4,1.5,3.0,32.37,37.52,85XAA04,6.6,0,4.8,4.3,2.7,4.9,9.2,5.8,85XAA04,7,38.3,4.79,0.38,21.28,2.61,0.11,72.43,8.62
73,1,9,9,10,4,4,2.7,2013,U07m,85XAA04,5.4,4.6,3.5,2.8,9.0,12.7,3.2,2.9,44.04,90.26,85XAA04,1.8,4.8,4.3,9.7,0,0,4.9,9.2,85XAA04,6,34.7,4.34,0.62,12.85,3.81,0.24,33.95,11.71
74,1,9,9,11,4,4,0,2013,U07m,85XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,2.7,4.3,9.7,8.3,0,10.1,0,4.9,85XAA04,6,40.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00
75,1,9,9,12,4,4,0,2013,U07m,85XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,0,9.7,8.3,2.9,5.1,7.1,10.1,0,85XAA04,6,43.2,5.40,0.00,0.00,0.00,0.00,0.00,0.00
76,1,9,9,13,4,4,5.1,2013,U07m,84XAA04,9.0,4.8,5.7,6.4,9.0,5.2,3.8,4.3,48.21,101.29,84XAA04,0,8.3,2.9,5.1,0,7.3,7.1,10.1,84XAA04,6,40.8,5.10,1.00,8.00,5.29,0.67,11.88,26.01
77,1,9,9,14,4,4,0,2013,U07m,84XAA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,84XAA04,5.1,2.9,5.1,6.7,7.1,6.2,7.3,7.1,84XAA04,8,47.5,5.94,0.00,0.00,0.00,0.00,0.00,0.00
78,1,9,9,15,4,4,7.1,2013,U07m,84XAA04,9.0,7.4,4.6,7.5,4.3,6.8,4.8,6.3,50.70,111.87,84XAA04,0,5.1,6.7,5,7.7,6.2,6.2,7.3,84XAA04,7,44.2,5.53,1.29,6.23,8.06,1.41,5.66,39.23
79,1,9,9,16,4,4,7.7,2013,U07m,84XAA04,4.7,6.8,5.5,12.7,6.2,6.4,5.0,7.1,54.34,126.37,84XAA04,7.1,6.7,5,0,3.5,7.5,6.2,6.2,84XAA04,7,42.2,5.28,1.46,5.48,9.48,1.79,4.48,40.62
80,1,9,9,17,4,4,3.5,2013,U07m,82XAA04,2.8,5.2,9.0,6.2,2.6,4.5,2.9,4.6,37.80,65.26,82XAA04,7.7,5,0,3.7,8.4,6.5,7.5,6.2,82XAA04,7,45.0,5.63,0.62,12.86,4.09,0.32,24.94,19.69
81,1,9,9,18,4,4,8.4,2013,U07m,82XAA04,6.4,12.7,6.2,10.4,5.2,8.0,5.1,6.7,60.70,154.95,82XAA04,3.5,0,3.7,1.9,6.1,5,6.5,7.5,82XAA04,7,34.2,4.28,1.96,4.07,14.56,2.97,2.70,35.91
82,1,9,9,19,4,4,6.1,2013,U07m,82XAA04,3.8,7.9,6.9,12.7,4.7,5.8,4.9,6.2,52.81,120.19,82XAA04,8.4,3.7,1.9,0,5.7,7.4,5,6.5,82XAA04,7,38.6,4.83,1.26,6.33,9.64,1.23,6.51,29.43
83,1,9,9,20,4,4,5.7,2013,U07m,82XAA04,4.3,9.5,9.0,5.8,3.8,5.0,3.9,6.8,48.18,104.67,82XAA04,6.1,1.9,0,6.9,7.7,8.8,7.4,5,82XAA04,7,43.8,5.48,1.04,7.68,8.06,0.85,9.39,31.21
84,1,9,9,21,4,4,7.7,2013,U07m,NM6,5.2,12.7,4.7,12.7,9.0,12.7,4.2,6.5,67.79,187.40,NM6,5.7,0,6.9,0,0,0,8.8,7.4,NM6,4,28.8,3.60,2.14,3.74,4.38,2.23,3.58,27.72
85,1,9,9,1,5,5,2.7,2013,U07m,81XAA04,9.0,12.7,2.0,3.7,2.5,4.8,9.0,12.7,56.53,156.33,81XAA04,0,0,9.2,6.7,6.9,4.4,0,0,81XAA04,4,27.2,3.40,0.79,10.07,1.70,0.30,26.95,9.18
86,1,9,9,2,5,5,6.9,2013,U07m,81XAA04,6.5,5.5,4.6,6.1,5.3,12.7,5.5,12.7,58.85,145.03,81XAA04,2.7,9.2,6.7,7.5,4.8,0,4.4,0,81XAA04,6,35.3,4.41,1.56,5.12,8.26,1.62,4.95,30.45
87,1,9,9,3,5,5,4.8,2013,U07m,81XAA04,3.7,5.3,3.5,12.7,2.9,12.7,9.0,6.6,56.49,125.56,81XAA04,6.9,6.7,7.5,0,10.2,0,0,4.4,81XAA04,5,35.7,4.46,1.08,7.44,3.61,0.68,11.81,21.42
88,1,9,9,4,5,5,10.2,2013,U07m,81XAA04,6.1,7.3,9.0,8.2,9.0,7.9,9.0,12.7,69.22,209.28,81XAA04,4.8,7.5,0,5.7,0,6.3,0,0,81XAA04,4,24.3,3.04,3.36,2.38,6.89,5.49,1.46,30.98
89,1,9,9,5,5,5,0,2013,U07m,2XT4E04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2XT4E04,10.2,0,5.7,7.9,0,5.6,6.3,0,2XT4E04,5,35.7,4.46,0.00,0.00,0.00,0.00,0.00,0.00
90,1,9,9,6,5,5,0,2013,U07m,2XT4E04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2XT4E04,0,5.7,7.9,6.9,0,3.6,5.6,6.3,2XT4E04,6,36.0,4.50,0.00,0.00,0.00,0.00,0.00,0.00
91,1,9,9,7,5,5,0,2013,U07m,2XT4E04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2XT4E04,0,7.9,6.9,6.1,0,6.6,3.6,5.6,2XT4E04,6,36.7,4.59,0.00,0.00,0.00,0.00,0.00,0.00
92,1,9,9,8,5,5,0,2013,U07m,2XT4E04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2XT4E04,0,6.9,6.1,2.5,4.8,1.8,6.6,3.6,2XT4E04,7,32.3,4.04,0.00,0.00,0.00,0.00,0.00,0.00
93,1,9,9,9,5,5,4.8,2013,U07m,84XAA04,9.0,5.6,5.9,5.1,4.7,8.1,6.5,5.4,50.41,110.74,84XAA04,0,6.1,2.5,7.2,4.3,2.7,1.8,6.6,84XAA04,7,31.2,3.90,1.23,6.50,9.66,1.10,7.29,18.72
94,1,9,9,10,5,5,4.3,2013,U07m,84XAA04,4.3,8.0,3.4,9.8,2.8,12.7,5.5,9.0,55.43,111.20,84XAA04,4.8,2.5,7.2,1.3,9.7,0,2.7,1.8,84XAA04,7,30.0,3.75,1.15,6.98,10.95,0.79,10.14,16.13
95,1,9,9,11,5,5,9.7,2013,U07m,84XAA04,6.2,7.3,7.9,8.0,4.9,12.7,9.0,10.0,66.03,188.80,84XAA04,4.3,7.2,1.3,5.7,8.3,0,0,2.7,84XAA04,6,29.5,3.69,2.63,3.04,17.53,4.17,1.92,35.77
